2026-06-30T23:47:47.837,timestamp_ms,temp_C,pressure_Pa,altitude_m,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,angleX_deg,angleY_deg,angleZ_deg,latitude,longitude,distance_m,uva_uwcm2,uvb_uwcm2,uvc_uwcm2,medical_triggered
2026-06-30T23:48:07.030,3788349,25.54,101827.6,-10.58,-6.651,-64.062,-3.347,0.321,0.278,0.31,-79.127,1.502,-2289.685,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.030,3788428,25.54,101822.48,-10.16,5.902,-63.98,-10.872,0.164,0.275,0.214,-78.81,2.587,-2288.715,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.031,3788506,25.54,101814.94,-9.53,0.96,-64.617,-9.565,0.238,0.236,0.517,-78.158,3.551,-2286.404,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.032,3788662,25.54,101795.69,-7.93,-0.536,-63.135,-8.25,0.151,0.377,0.502,-77.225,6.788,-2281.917,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.033,3788740,25.54,101781.81,-6.78,-0.038,-62.625,-8.133,0.115,0.407,0.526,-77.127,8.437,-2279.565,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.033,3788818,25.54,101763.91,-5.3,0.364,-62.307,-7.954,0.081,0.456,0.545,-77.17,10.283,-2277.098,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.034,3788897,25.54,101743.27,-3.59,0.702,-61.938,-7.843,0.047,0.466,0.522,-77.367,12.107,-2274.764,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.035,3789218,25.53,101603.97,7.97,2.224,-60.116,-7.082,0.005,0.058,0.132,-77.668,12.865,-2272.333,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.036,3789296,25.53,101562.76,11.39,2.468,-59.482,-6.914,0.002,-0.114,0.001,-78.036,12.062,-2272.328,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.036,3789453,25.53,101474.27,18.74,2.219,-57.727,-6.498,-0.025,-0.359,-0.197,-78.92,8.58,-2273.768,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.037,3789531,25.53,101426.89,22.68,1.884,-56.623,-6.105,-0.068,-0.245,-0.212,-79.561,7.296,-2274.718,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.038,3789740,25.53,101272.38,35.53,0.706,-54.37,-4.781,-0.147,0.213,-0.102,-81.59,9.637,-2275.933,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.039,3789818,25.53,101215.1,40.3,0.472,-53.199,-4.199,-0.108,0.23,-0.047,-82.32,10.44,-2276.143,55.435249,-5.685896,434976.59,0,0,0,1
2026-06-30T23:48:07.040,3789897,25.52,101155.41,45.27,0.251,-52.749,-4.051,-0.035,0.19,0.02,-82.718,11.07,-2276.052,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.040,3790218,25.52,100886.52,67.7,1.185,-42.308,-3.56,0.075,0.868,0.264,-81.601,26.464,-2271.205,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.041,3790296,25.52,100811.75,73.94,1.506,-25.297,-1.269,0.058,1.146,0.277,-81.571,30.886,-2269.966,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.041,3790453,25.52,100655.95,86.97,1.506,-5.069,0.874,0.149,1.559,0.241,-80.582,42.115,-2267.752,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.042,3790531,25.52,100535.97,97.01,1.235,-1.532,0.587,0.215,1.605,0.242,-79.412,47.561,-2266.67,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.043,3790672,25.52,100413.85,107.24,1.255,2.947,0.113,0.273,1.328,0.26,-73.908,56.663,-2264.569,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.044,3790751,25.52,100329.3,114.33,2.066,3.144,-0.496,0.265,1.463,0.276,-69.273,61.361,-2263.32,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.045,3790829,25.52,100241.34,121.7,2.052,2.725,-0.737,0.159,1.649,0.28,-65.09,66.635,-2262.069,55.435238,-5.685852,434976.69,0,0,0,1
2026-06-30T23:48:07.045,3790907,25.52,100108.84,132.83,2.284,3.361,-0.673,0.066,1.883,0.257,-61.47,72.983,-2260.907,55.435162,-5.685383,434982.16,0,0,0,1
2026-06-30T23:48:07.046,3791223,25.52,99765.61,161.71,1.19,2.945,0.591,0.074,2.154,0.174,-57.353,109.186,-2257.766,55.435162,-5.685383,434982.16,0,0,0,1
2026-06-30T23:48:07.046,3791302,25.52,99682.46,168.72,0.84,2.636,0.553,0.091,1.944,0.167,-54.24,115.279,-2257.01,55.435162,-5.685383,434982.16,0,0,0,1
2026-06-30T23:48:07.047,3791458,25.52,99516.09,182.75,0.555,2.665,0.366,0.082,1.653,0.172,-48.153,125.139,-2255.488,55.435162,-5.685383,434982.16,0,0,0,1
2026-06-30T23:48:07.048,3791537,25.52,99432.3,189.83,0.527,2.519,0.467,0.056,1.564,0.173,-45.353,129.34,-2254.704,55.435162,-5.685383,434982.16,0,0,0,1
2026-06-30T23:48:07.049,3791686,25.52,99267.59,203.75,0.551,2.191,0.536,0.005,1.448,0.153,-42.881,138.591,-2253.401,55.435162,-5.685383,434982.16,0,0,0,1
